Filename,HOMO_au,LUMO_au,Dipole,Surface_area,Surface_volume,P_int,SASA,V_SASA,Hirshfeld_55,Hirshfeld_54,Hirshfeld_57,Hirshfeld_64,Hirshfeld_56,Hirshfeld_52,Hirshfeld_51,Hirshfeld_60,Hirshfeld_53,Hirshfeld_69,Hirshfeld_50,Hirshfeld_1,Hirshfeld_17,Hirshfeld_18,Hirshfeld_49,CM5_55,CM5_54,CM5_57,CM5_64,CM5_56,CM5_52,CM5_51,CM5_60,CM5_53,CM5_69,CM5_50,CM5_1,CM5_17,CM5_18,CM5_49,Spin_Density_55,Spin_Density_54,Spin_Density_57,Spin_Density_64,Spin_Density_56,Spin_Density_52,Spin_Density_51,Spin_Density_60,Spin_Density_53,Spin_Density_69,Spin_Density_50,Spin_Density_1,Spin_Density_17,Spin_Density_18,Spin_Density_49,Vbur_50,Vbur_49,Vbur_1,Vbur_17,Vbur_55,Vbur_54,P_int_55,P_int_57,P_int_54,P_int_53,P_int_50,P_int_1,P_int_17,P_int_49,SASA_55,SASA_54,SASA_50,SASA_49,SASA_18,P_55,P_angle_55,P_54,P_angle_54,P_52,P_angle_52,P_51,P_angle_51,P_1,P_angle_1,P_17,P_angle_17,f_elec_55,f_nuc_55,local_elec_55,local_nuc_55,f_elec_54,f_nuc_54,local_elec_54,local_nuc_54,f_elec_57,f_nuc_57,local_elec_57,local_nuc_57,f_elec_64,f_nuc_64,local_elec_64,local_nuc_64,f_elec_56,f_nuc_56,local_elec_56,local_nuc_56,f_elec_52,f_nuc_52,local_elec_52,local_nuc_52,f_elec_51,f_nuc_51,local_elec_51,local_nuc_51,f_elec_60,f_nuc_60,local_elec_60,local_nuc_60,f_elec_53,f_nuc_53,local_elec_53,local_nuc_53,f_elec_69,f_nuc_69,local_elec_69,local_nuc_69,f_elec_50,f_nuc_50,local_elec_50,local_nuc_50,f_elec_1,f_nuc_1,local_elec_1,local_nuc_1,f_elec_17,f_nuc_17,local_elec_17,local_nuc_17,f_elec_18,f_nuc_18,local_elec_18,local_nuc_18,f_elec_49,f_nuc_49,local_elec_49,local_nuc_49,d_55_50,d_54_50,d_50_1,d_50_17,d_49_50,d_1_17,theta_55_50_54,theta_55_50_1,theta_55_50_17,theta_54_50_1,theta_54_50_17,theta_1_50_17,theta_1_50_49,theta_17_50_49,theta_55_50_49,theta_54_50_49,phi_55_52_51_54,phi_55_50_17_18,phi_54_50_17_18,phi_52_55_50_1,phi_51_54_50_1,L_57_64,B1_57_64,B5_57_64,L_53_69,B1_53_69,B5_53_69,L_55_50,B1_55_50,B5_55_50,L_54_50,B1_54_50,B5_54_50,L_50_1,B1_50_1,B5_50_1,L_50_17,B1_50_17,B5_50_17
L0079_CfA_TSRE_R,-0.28016,-0.04249,2110.5491,687.7175226848277,763.0639300488969,23.261145578636636,855.6032634192345,1561.6527839717817,-2.247521,-2.143685,-2.106627,0.311899,-2.231118,-3.013263,-2.804814,6.019956,-1.472201,5.421421,-4.568396,-1.331205,-2.326255,-0.449302,-0.781407,-2.484578,-2.386284,-2.084085,0.388121,-2.277875,-2.938473,-2.69184,5.943531,-1.475139,5.323738,-4.3493,-1.472876,-2.416081,-0.37508,-0.811653,.153031,0.114848,0.080652,0.00559,0.059624,0.013444,0.01642,0.09416,0.023869,0.001147,0.011733,-0.005504,0.001548,0.002018,0.00865,40.67181359516338,34.26308757551207,41.983194944124335,39.091338698677845,42.00135845466855,34.90826200764205,58.05086934914367,30.13233039699879,0.0,0.1499984092969873,0.08999685607286065,29.970516987392738,0.0,0.8764501024972047,0.4748707137532613,0.7162283358181141,0.8844693440178905,0.7762357901602683,0.7755718878121506,1.9879707468436616,8.26202295177074,1.5892578823668895,10.071832865235105,0.035892561791029474,0.23911571512408436,0.03053069522734373,0.20319983310119344,0.7864313886670283,5.791966876163832,0.7563717634472767,5.538680337371924,0.0019811612890426045,-0.018391759176934058,0.030457304601720022,-0.018391759176934058,0.00018449711708951044,-0.023448106667229573,0.030726549519604816,-0.023448106667229573,0.002707509157978641,-0.00029717921399621816,0.009753016072467993,-0.00029717921399621816,0.02335271089340403,0.007649720190427645,0.07101641351013213,0.007649720190427645,0.012104415339183668,0.008547418702126941,0.030930027758096994,0.008547418702126941,0.012817216203435858,-0.001028075086440941,0.04568429219343355,-0.001028075086440941,0.01443439893074086,0.0025010711526980423,0.04675345682783201,0.0025010711526980423,0.03189867715229128,0.024614323162067853,0.07882865206239978,0.024614323162067853,-0.00672268181571288,-0.0037056613304456906,-0.01851467421541935,-0.0037056613304456906,-0.0012929455369403708,-0.001762280709596581,-0.0022140516716314543,-0.001762280709596581,0.20561244278819946,0.20723128729651552,0.44578699208229683,0.20723128729651552,-0.009870541512497381,-0.008286084722456382,-0.023533105727064563,-0.008286084722456382,-0.0014876422569802816,-0.0021814253621223884,-0.002350134190185632,-0.0021814253621223884,0.016964227997534595,0.022174529635657664,0.03026570794418835,0.022174529635657664,0.11334817293944205,0.15624816182844192,0.19184652858244394,0.15624816182844192,2.2675212329325607,2.1888381752199044,1.9842570620259865,1.9900167873915033,2.326956574648526,2.2382292283633505,76.12429425261406,160.08759048243041,104.95021806033654,104.09542558164583,161.72794899388987,68.55174749646753,109.19695171330747,103.41363022117525,90.51756276922755,94.78685128713347,0.2625830779599272,-19.882142898612354,-110.8573487863515,-100.53049362082538,166.89997091127194,7.869320753612579,2.6916186777758613,11.716767169237212,5.37500504017995,3.7532312435976913,10.70022115630249,10.478251134950007,4.479398289922556,9.630299483911854,10.299798296036611,5.355285580120746,8.400389206250303,7.8156677091548525,5.282953079846903,9.58060918601702,7.30735666016813,5.303125882106858,8.382690593216317,
L0079_CfA_TSRE_S-108,-0.29586,-0.04308,1316.0348,637.8536131925291,752.0610117676989,24.235720732792977,750.10112839128,1459.6045934482875,-2.008648,-2.037947,-2.126235,0.282993,-2.318914,-3.20779,-2.822313,6.134836,-1.553289,5.401103,-4.805228,-1.30401,-2.595394,-0.62512,-1.056072,-2.257002,-2.278752,-2.103988,0.362623,-2.365755,-3.134451,-2.709564,6.058637,-1.556117,5.304116,-4.584306,-1.44675,-2.680311,-0.556819,-1.08485,.021576,0.01357,0.002151,0.001159,0.003429,0.167116,0.023099,-2e-06,0.000809,0.000119,0.221108,0.000199,0.077698,0.058934,0.24546,45.35499638837463,35.670799646640994,46.86692261346856,34.150514248987484,60.60584772487409,58.36056642756236,0,30.521032630916316,0.0,0.0,0.0,29.810514227366614,0.0,0.9457056000745434,0.49015793887439435,0.8358064666418189,0.9290963939619828,0.8147712448751397,0.8397898807305255,1.9824912034185032,8.306976469446347,1.5447527880754304,10.28007752582039,0.05751082295856476,0.3831012095631169,0.06014737629426287,0.40032578563024623,0.7799261153655455,5.725133371841698,0.7804320976133899,5.7470336353412925,-0.00036094262192729043,0.011122957204529743,-0.01541859095838657,0.011122957204529743,-0.0032487891069692687,-0.016844282191976312,0.010265800704595419,-0.016844282191976312,0.0013551753907914132,-0.0017065329120301842,0.0068463184129919225,-0.0017065329120301842,0.018942496902649625,0.014793750070465003,0.04644741338725962,0.014793750070465003,0.011812595256899636,0.010507701150867327,0.02733069522909867,0.010507701150867327,0.009488205835988583,0.00020357616094274222,0.032448807974888444,0.00020357616094274222,0.0069250164795818525,-9.031516336396872e-05,0.02398736459660959,-9.031516336396872e-05,0.028767934438010845,0.023436290080385502,0.06930470922343226,0.023436290080385502,-0.0038689283810379796,-0.0019818900932699335,-0.01081158470477297,-0.0019818900932699335,-0.007888714305002466,-0.00814800877235048,-0.01681112041932171,-0.00814800877235048,0.20507133521866938,0.16556620464690344,0.49594628579460814,0.16556620464690344,-0.008499349799567141,-0.004767786932652333,-0.023223656543860938,-0.004767786932652333,0.0017287343625253249,0.0035035830433029908,0.001494657004800044,0.0035035830433029908,0.021302442595724863,0.02344125691069364,0.043562952184091355,0.02344125691069364,0.12609870926074446,0.13691434538104846,0.260219742771864,0.13691434538104846,2.173300048244604,2.247269689222902,1.9736534428566732,2.0317389732443485,2.3379199854999317,2.3024045649928686,76.82489352540208,104.3370892891184,105.17530566005345,96.26329411941717,166.39906832247826,70.15776857781415,161.1957324970077,106.27756005159382,94.43428665561959,86.81749215835241,4.710090428785599,-64.8647799996935,-161.5711814348205,-91.46792533754537,103.928395365024,7.953163550148357,2.657844347127404,9.64328009521807,6.417825894360216,2.0389374804639204,10.748422511316644,9.45632239048929,4.217174840582971,7.947866047651486,9.974333371202546,4.84598840771768,7.808521585556963,8.0003749824207,5.40878586439079,7.775908392168555,7.448071033093887,5.089206457725247,7.994992672989978,
L0079_CfA_TSRE_S-113,-0.27712,-0.04081,1455.4708,662.0282980669724,757.1402199565425,23.884588218978564,789.5429649173818,1495.193707754839,-2.318239,-2.204273,-2.257611,0.278647,-2.099312,-3.127927,-2.830948,5.956231,-1.459554,5.404509,-4.473844,-1.135854,-2.598284,-0.344354,-0.713587,-2.562833,-2.457951,-2.235146,0.349726,-2.146706,-3.054769,-2.719107,5.879922,-1.461585,5.306835,-4.228173,-1.27185,-2.677962,-0.284687,-0.733063,.155749,0.117523,0.091558,0.005973,0.063554,0.007749,0.013882,0.139393,0.017268,0.00069,0.015345,-0.010985,-0.001729,-0.000622,0.03324,49.20915104820371,37.387272630457694,49.12366925977413,44.47989838081553,58.660240402843904,31.077413473338446,36.45176627965313,31.23744263142277,0.0,0.0,0.0,25.830445571716865,5.519987091869006,0.942776276556094,0.5463625139768915,0.6702443626537458,0.7695443533358182,0.8602077897875513,0.8808935892657473,1.9876798832881877,8.244406681144858,1.5644645239496984,10.139629079154131,0.02677950668606321,0.1785262697635908,0.038778004980754704,0.25785082892751143,0.7943055523329329,5.8579307326253325,0.7901232782940385,5.838435213128859,-0.00010632914275002237,0.004197729329291938,-0.00569095378944076,0.004197729329291938,0.0025911772738883287,-0.012911978636586219,0.02528940579617549,-0.012911978636586219,0.002406799755024336,-0.001007551316531602,0.009553137352547496,-0.001007551316531602,0.012548084772844526,0.00504021889039008,0.03674793399886056,0.00504021889039008,0.012300898104111238,0.009689558662982947,0.02999976373197229,0.009689558662982947,0.012112970955621041,0.0008865160138729206,0.040521475471186556,0.0008865160138729206,0.009586505256390265,0.000719529431357141,0.03204696716118792,0.000719529431357141,0.02649389167532823,0.02227904512745249,0.06282587950789167,0.02227904512745249,-0.0037968625073341034,-0.00219627949431888,-0.010267887146743933,-0.00219627949431888,-0.000798624179423002,-0.0011200185705317334,-0.0013248922120154276,-0.0011200185705317334,0.1686189624490118,0.15616538270898767,0.3816196916691682,0.15616538270898767,-0.0010999660008465181,0.005809899901273723,-0.011152473595818984,0.005809899901273723,0.011029137127170484,0.014808632837661373,0.019133038726115388,0.014808632837661373,0.032552272178049804,0.03641651558451532,0.0657201997656952,0.03641651558451532,0.0506613592769557,0.09233073445325463,0.057047214432537505,0.09233073445325463,2.2377939338107073,2.1664695368040605,2.037770389641581,2.1302948134471906,2.3647777186450316,2.807026063665958,75.7909135846391,89.61243210940872,106.69382829801731,97.87857720119257,176.5301817645198,84.63837424227621,177.16163379488367,94.57670031743045,88.00026635800643,83.02279641565396,5.808596602465727,74.54475621537694,-150.06634853824337,-104.4330666051074,96.68949109415955,5.728212612325771,3.1451337489423348,11.901224286764284,5.1924159975001904,3.635349094646048,8.786980826583138,10.380620571957023,4.275148617888204,9.431495371853236,8.304238796788425,4.500210783356376,8.620674412179687,6.015835153792063,4.908073252564195,9.871541563922461,6.131492839811536,4.471527432446103,8.704551865281534,
L0079_CfA_TSRE_S-134,-0.27964,-0.04239,2116.6676,668.4471783976808,759.4862460682517,23.211210208948565,817.5815823472927,1529.0215167821395,-2.438186,-2.206228,-2.16973,0.33238,-2.265379,-3.1981,-2.885582,5.910765,-1.515862,5.416394,-4.597182,-1.184577,-2.265257,-0.672235,-0.860065,-2.674472,-2.450533,-2.146376,0.405908,-2.312178,-3.123389,-2.772562,5.834841,-1.518622,5.318844,-4.375416,-1.327368,-2.353678,-0.6069,-0.889683,.003419,0.001544,0.000741,0.000157,0.006334,0.029191,0.002195,0.00016,0.000217,-2.7e-05,0.029331,-0.008187,0.003366,0.002003,0.03407,38.72579110355363,33.030236805264146,39.25448328677832,44.40666883591178,41.02705998454649,37.21723449518083,0,27.84497850120793,0.639993213000501,0.5399942734691762,0.549980787111965,42.98074141201667,0.0,0.8509946887812151,0.41239983227730154,0.7142016865449125,0.8918538017144987,0.7420972325754752,0.7765968598583675,1.9955849723789156,8.206206266519096,1.581512064746983,10.080877924530485,0.031327715943255036,0.20875617257342868,0.031333449595034146,0.2084213872583233,0.7679256303576094,5.612253129585964,0.7175767601558378,5.203305765433668,0.004625428002631243,-0.022077117444249894,0.04601231815610077,-0.022077117444249894,0.002801704165387664,-0.02100334123905573,0.038095994641956885,-0.02100334123905573,0.003243420404163422,0.0005202615110772718,0.010822700129483314,0.0005202615110772718,0.024641620638378783,0.0057205402371643815,0.0798555520772086,0.0057205402371643815,0.011908325895392799,0.008214166188984129,0.031288374028488795,0.008214166188984129,0.014940856548777928,-0.0008158341752093623,0.054159633457714636,-0.0008158341752093623,0.014464577418046687,0.004076077621497282,0.045912718197023084,0.004076077621497282,0.03214382095544638,0.02583280617219269,0.07955065683346292,0.02583280617219269,-0.006611762225666742,-0.003372455157815174,-0.018964244223760043,-0.003372455157815174,-0.001686677261245037,-0.0021729580754320243,-0.003078861244442877,-0.0021729580754320243,0.19289617517723456,0.20267572062879502,0.41353113799708896,0.20267572062879502,-0.008513006063782764,-0.00574663403192683,-0.0225355543889222,-0.00574663403192683,-0.0012986438753480878,-0.0037903173408495097,0.0004666436259779536,-0.0037903173408495097,0.01853673116930013,0.022795485688503814,0.035291571711041664,0.022795485688503814,0.1164065659507923,0.14121947101325047,0.22421101600096718,0.14121947101325047,2.252763786330027,2.1877017239331322,1.9699002835930552,1.995488650280928,2.328874954522033,2.255228141208778,75.82886802918824,150.87530172573238,104.66619982742564,104.00772297540841,167.54333610348684,69.31970996025973,113.1989331805565,103.33217787803494,95.9227915312046,88.92138273206457,3.7034437941463043,-47.629369197209925,-138.29061009880877,-104.15932714227169,162.36997290002438,8.703729807226333,2.71642568603845,11.750545657751607,5.20553409209249,3.6440611566191063,11.244537341799592,10.8761650274973,3.6423458043683343,9.58851505714225,10.961855715680139,3.984745814280051,8.547450049731637,7.9757718797990105,3.6869410597476766,9.556667754629776,8.306457630810316,3.4528325108159743,8.551682900995601,
L0079_CfA_TSRE_S-42,-0.29831,-0.04341,1434.4221,642.0512887166309,754.9549649605278,24.04770542989188,757.5911797404466,1465.4424839354729,-1.914559,-1.948537,-2.137891,0.278107,-2.300466,-3.238267,-2.864709,6.186003,-1.51819,5.412686,-4.780003,-1.409513,-2.364005,-0.667626,-1.041325,-2.157646,-2.190639,-2.115393,0.35783,-2.347215,-3.163974,-2.751102,6.109628,-1.52082,5.315742,-4.574613,-1.550219,-2.447776,-0.599037,-1.067126,.010088,0.002056,0.003351,0.000521,0.036147,0.166396,0.008889,0.004512,-0.000114,5.7e-05,0.206296,-0.015409,0.091528,0.045993,0.24753,41.15363628580339,34.352898339707494,43.085681256848716,33.798650418814155,54.81549603706594,39.12239431192014,0,29.45723489921592,0.07999915162506718,0.0,0.0,33.46057719046249,0.0,0.9130753820350354,0.4637183190458442,0.7378051621319418,0.9326663250093179,0.7783556187103988,0.8111023108460679,1.9688053463820823,8.311292776269942,1.5749821023775823,10.089905785378305,0.06004272936152632,0.39989540026323356,0.04869795739859833,0.3240702913032891,0.7832835618962558,5.755792671018141,0.757910413028796,5.538365803354067,-0.007241516702762435,0.009756568007106475,-0.03926817791746764,0.009756568007106475,-0.008219634759661643,-0.01672025928486892,-0.006705586299545419,-0.01672025928486892,0.0009928258852578281,-0.0015028212475174663,0.005608774828864687,-0.0015028212475174663,0.015421393780972667,0.013443073829247545,0.037003838566406176,0.013443073829247545,0.010957570492023921,0.010328601815888586,0.025234664857485732,0.010328601815888586,0.007299388196605153,0.00017042481999274273,0.02595154144020228,0.00017042481999274273,0.004732309903913046,-0.00036919680326202853,0.01747830791881984,-0.00036919680326202853,0.026687239048227673,0.022522501779306092,0.06504615540788791,0.022522501779306092,-0.0026509152509697,-0.0014416614438870004,-0.007545054926445629,-0.0014416614438870004,-0.0074339783890227384,-0.007680075412746304,-0.016203415823535534,-0.007680075412746304,0.2065264242452871,0.1574381549763595,0.526344540238733,0.1574381549763595,-0.005917847073596032,-0.004329864151909474,-0.01532910720535801,-0.004329864151909474,0.0064142931610873186,0.007782541951613674,0.012406093469496013,0.007782541951613674,0.019586708609380915,0.024209981535125463,0.037276787282453275,0.024209981535125463,0.13674783728470252,0.13654780470631436,0.3045013011880124,0.13654780470631436,2.1954244814613872,2.2855729015281923,1.9876258007230638,2.040705901691863,2.377663792717549,2.3852753094978367,75.6705903504301,102.21063641662921,106.3840796352226,95.27852154165511,167.880844779797,72.60233754750838,167.3731101865465,107.13319793792738,90.03454136068902,84.67579592809608,1.8855831990494587,-64.71079615581615,-162.78539961807672,-93.44316024496162,103.1984177747535,8.084259345611319,2.307712181892135,11.094058498795263,8.387445682628107,2.281708567806398,10.761450271339836,9.564079552404035,4.210076569221493,7.653436350687047,9.92884154916299,4.290291358406836,8.705128308886634,8.155237720444077,5.818769525762816,7.708229985254711,7.354214324859869,4.446403273972799,8.638613334217435,
L0079_CfA_TSRE_S-43,-0.29694,-0.04377,1322.7436,634.1530823030282,752.4914418715168,24.244712231284588,747.7309428011297,1456.8377494237939,-2.184841,-1.912024,-1.974923,0.265958,-2.219154,-3.239305,-2.828034,6.221616,-1.581165,5.401439,-4.735317,-1.261661,-2.322168,-0.704295,-0.974109,-2.432899,-2.153829,-1.952902,0.344246,-2.265992,-3.166044,-2.715442,6.145371,-1.58399,5.304426,-4.514085,-1.404307,-2.407921,-0.637209,-1.002817,.018949,0.011061,0.002336,0.000379,0.010323,0.166944,0.018075,-0.000114,0.000765,9.5e-05,0.16093,-0.003276,0.034408,0.003898,0.20442,45.502331782236475,35.61562617702339,46.754636280504826,33.416923826858834,59.96759387791104,58.26815724914447,0,30.70046766291739,0.0,0.0,0.0,28.98049990973112,0.0,0.9476390700708163,0.4983169493104734,0.8379961796496459,0.9306222046216921,0.8166639489377563,0.8391492732016399,1.9862032282216633,8.324816158898216,1.542295958876645,10.294692858929684,0.05615756542002643,0.37403072808695687,0.05935244791429061,0.39506315232216754,0.7781046569710087,5.708135072249934,0.7774236810691265,5.718132431988078,-0.000675557034233859,0.010045731841413802,-0.015495460053593112,0.010045731841413802,-0.0037510897127106257,-0.017172014930896262,0.009319201966422986,-0.017172014930896262,0.0014469411034461893,-0.001785057712650362,0.007397023303070098,-0.001785057712650362,0.01914414494300884,0.013951722815411266,0.04875939225060973,0.013951722815411266,0.01178107404655971,0.010346046002926247,0.027704924719511078,0.010346046002926247,0.009314371711143882,0.00014355369124645356,0.03240871554466329,0.00014355369124645356,0.007043958659231714,-6.0009184993242703e-05,0.024729317578182818,-6.0009184993242703e-05,0.028861150483755926,0.02313568827226392,0.07075996571864301,0.02313568827226392,-0.0038435017702931965,-0.0018365034503931704,-0.01105004207642406,-0.0018365034503931704,-0.007888659003450406,-0.008037783776751906,-0.017100367190432984,-0.008037783776751906,0.20631581992656034,0.16343763483754586,0.5083803271242101,0.16343763483754586,-0.008430924705179046,-0.004123039355422572,-0.024115232911763387,-0.004123039355422572,0.0005631263107430187,0.002376067201397644,-0.0011351764942129938,0.002376067201397644,0.020178212922242172,0.02064826819447431,0.04362479175613978,0.02064826819447431,0.1266408612013759,0.1357317443510964,0.2657674692653754,0.1357317443510964,2.1744492215271434,2.2367049935116614,1.9752860945442816,2.036021156348823,2.3412274068530805,2.2923494309986863,77.18278880521703,104.66761484521385,104.18828683762149,96.82716025947227,166.43220197845017,69.6869943132476,160.18743759045378,106.18908053373337,95.13985616799117,86.999840452378,4.509927326110712,-65.40150739229891,-159.54347682305607,-92.21622139864982,104.19500766986059,7.749815536721395,2.6572935664912447,9.582577284490146,6.41581666843071,2.0425162845696354,10.790352854677877,9.395082374028986,4.191307257789742,7.9463102498475084,10.009815138021986,4.910602756950709,7.836959333982092,8.017831024825226,5.366914513353404,7.823539755933341,7.518326625760845,5.138276725199398,8.000311188631443,
L0079_CfA_TSRE_S-44,-0.29784,-0.04287,1579.4282,656.248350433475,755.8309397244421,24.044230159536454,777.4511590586468,1493.7598739170467,-1.950208,-1.934818,-2.088924,0.297757,-2.29939,-3.155503,-2.851639,6.15046,-1.535271,5.409224,-4.550004,-1.314427,-2.836816,-0.912881,-0.891464,-2.198164,-2.177399,-2.066071,0.38034,-2.346205,-3.081563,-2.738379,6.074296,-1.538083,5.312372,-4.334562,-1.456499,-2.922902,-0.845059,-0.917729,.003686,0.001003,0.000306,0.00022,0.005983,0.051365,0.003174,0.003385,-0.000185,-1.7e-05,0.072096,-0.003225,0.081486,0.032075,0.09554,47.66229938648362,39.62570873129396,45.388736902717056,36.08207372775988,60.407690372766965,50.31625323024444,0,30.52992635879869,0.0,0.0,0.0,30.150520092422127,0.0,0.9391772269847186,0.49659313268729033,0.7701209001118151,0.9178799385016773,0.8347814945956019,0.8245026556093925,1.9898897237751587,8.221891376959498,1.562099793471245,10.18498664131252,0.02720062279730789,0.18115758026832116,0.027452977861288676,0.18260997089051356,0.7886591237745787,5.809800187077267,0.7811272191064293,5.748301226073901,-0.0031491380436527994,0.007917864113591355,-0.021537377503891023,0.007917864113591355,-0.005887195358916381,-0.017391589979712463,0.002234488320922226,-0.017391589979712463,0.0014973107501239369,-0.0018420705765288259,0.007702338435625738,-0.0018420705765288259,0.017798700559793657,0.013615165053915287,0.04468035057714424,0.013615165053915287,0.011090486392396667,0.0099080749153573,0.025960348862959674,0.0099080749153573,0.008449106643632784,-0.0004365566558640066,0.03031800135034706,-0.0004365566558640066,0.005862921539879579,-0.00047424425404118953,0.021264115652590274,-0.00047424425404118953,0.02754217857504765,0.02277418490277372,0.06688789321787049,0.02277418490277372,-0.0027901216069549373,-0.001443221271484385,-0.007916368170826575,-0.001443221271484385,-0.007405465530098389,-0.00760810948586349,-0.016024801290083445,-0.00760810948586349,0.21187580423462216,0.16830596193325004,0.5236497796452675,0.16830596193325004,-0.009936449077196634,-0.006432108174727759,-0.02648651929263024,-0.006432108174727759,0.0032497303642121528,0.005283163380733889,0.004465267382338219,0.005283163380733889,0.02069194863136392,0.023565388283907515,0.04172994469336265,0.023565388283907515,0.1259185581033302,0.13778918263767206,0.26135560395653823,0.13778918263767206,2.1891324419047833,2.2568420078951026,1.9809161427480972,2.0331264117363683,2.361751659976129,2.299712037821257,75.94542779120293,103.35272225768509,111.41046908249103,96.19339576767966,165.19998657206182,69.89386586260493,164.49324638443017,106.17199407960545,92.06970233714537,85.87616623466046,-0.5384332053110733,-65.58886341284129,176.83559396532513,-101.23145572060447,109.78418973308739,7.264177770053617,2.9742882478322152,11.000551579156346,6.68045060803478,2.3030522542007352,10.623152187684045,9.747963863341871,4.251179816719807,7.305027381006882,9.618514707418347,5.110380823879581,7.932232480836877,7.117135148166125,5.706953574708198,7.403806533837473,7.075320454495728,5.411775647916517,7.996541649470183,
L0079_CfA_TSRE_S-48,-0.27061,-0.04093,1740.7434,656.9255841220421,754.706949915351,23.602309460391613,796.8432466801277,1495.3495510652963,-2.413666,-1.906943,-1.514179,0.320981,-2.406306,-3.205529,-2.785211,6.152568,-1.536672,5.42269,-4.763139,-0.883689,-2.373467,-0.283615,-0.690135,-2.644983,-2.156345,-1.490647,0.390749,-2.453146,-3.12966,-2.672536,6.076834,-1.54023,5.326334,-4.53926,-1.027381,-2.463008,-0.207761,-0.717076,.018974,0.021974,0.011693,0.00099,0.023272,0.071897,0.004881,0.012082,0.001974,0.00022,0.074386,-0.002059,0.008076,0.00307,0.09682,43.93847084295719,34.17158861129009,47.68615931471576,36.937511205331305,53.733128935208875,40.730871689099416,66.99059138269833,27.223003966772346,0.18999798510952698,0.0,0.0,33.42057650045596,0.0,0.9305348490495714,0.4632465989563921,0.8051038948937757,0.8981026369735371,0.8378272922102125,0.8446992638837123,1.9815351523506426,8.210466077813278,1.6375294185743436,9.923427692153671,0.043242552117883935,0.2886019014747416,0.04975907814651786,0.33093484425724423,0.7710653798316391,5.635777848522122,0.8044329230306353,5.971117739454404,0.0053972291723377586,-0.005825616721937321,0.025082698959646266,-0.005825616721937321,0.011490966077020298,-0.006511063723097177,0.046278990279815885,-0.006511063723097177,0.002891148368524138,-0.0013022203436503926,0.011237689653889915,-0.0013022203436503926,0.020887343297804582,0.010271902768233115,0.05739486778093393,0.010271902768233115,0.013992690399268468,0.009789230601320732,0.03493385133543644,0.009789230601320732,0.012286775825293458,-0.0007438546993629169,0.04196640503035464,-0.0007438546993629169,0.018034924479128994,0.0071612256170821564,0.051621766130615074,0.0071612256170821564,0.03360934824883838,0.0317101859833987,0.07399804136464873,0.0317101859833987,-0.005193700833707113,-0.002973016651796348,-0.013764989505462871,-0.002973016651796348,-0.005243211359604996,-0.006613616776968444,-0.009529031578799273,-0.006613616776968444,0.16038441735031472,0.19649285813608902,0.2985084693063371,0.19649285813608902,-0.008906599012142913,-0.008737397494995164,-0.01920584627169743,-0.008737397494995164,-0.007645168603293298,-0.0049022961944704055,-0.019626254986152416,-0.0049022961944704055,0.03094069657247257,0.043696471194339656,0.05058711689068132,0.043696471194339656,0.10669670140303894,0.15310756858178642,0.1715159179411619,0.15310756858178642,2.390878576757925,2.1302083902050524,1.9783515612246472,2.0154504652062277,2.4278857886852916,2.1971997504778664,72.85439601593635,107.6967469523858,98.10304232295412,126.05058067847818,165.73415390763094,66.74743194548746,98.64802841460676,97.3594985272653,153.05791523924387,87.28105475247258,3.175358300123872,59.37429343868776,108.95031005465762,-149.94800366117093,128.4070380223916,9.716615778227657,2.3221164747033916,9.18560373301712,5.476775159137182,2.164769595043231,13.008808705127752,9.492861796651114,4.873592921068673,10.618658826743644,13.693957042672057,3.8056248553739396,6.841585842887545,7.738030721779607,4.656385486507192,10.360154297289192,11.36900277262073,3.8140267726877055,7.1606282674856505,
